Timestamp,Username,Name,Branch ,Gmail,Age Group,Current Occupation: (Select one),Which mode of Learning do you personally prefer to enhance your Skills?,Which mode do you think is the Future of Learning?,Preferred Learning Method: (Select all that apply),Course Format: (Select one),Learning Pace: (Select one), Interest,Your Knowledge Level: (Select one),Importance of Reviews and Ratings: (Select one),Course Cost: (Select your preference),Course Duration: (Select your preference),Preferred Online Platform Features: (Select all that apply),Trainer Expertise: (Select all that apply),"Before using/purchasing a course, what are the parameters you consider most? (Choose any 2)",Which online Learning Platform due to prefer ?,How clear were the learning objectives for this course/module? ,"To what extent did the assessments (quizzes, assignments) accurately reflect the course content? (Select one)",How helpful was the feedback you received on your assessments in understanding your strengths and weaknesses?,"Were you aware of the metrics used to track your performance (scores, completion rates)?","How engaging and interesting did you find the course content (presentations, videos, activities)? ","Did the delivery format (e.g., self-paced, instructor-led) match your learning style and preferences? ","Did the platform offer opportunities for interaction (discussions, forums, quizzes)? ",Did you participate in any collaborative activities with other learners (if available)? ,"Did the platform provide any features to help you stay motivated throughout the course (e.g., badges, points)?",Did the platform offer any personalized learning paths or recommendations based on your performance?,"If the platform offered personalized features, how effective were they in keeping you engaged? ",How satisfied were you with the learning experience on this platform? ,At what point in the course did you decide to stop participating(remember the course that you enrolled and then dropped it),What was the primary reason you stopped participating in the course? (remember the course that you enrolled and then dropped it),Please share any suggestions you have on how the platform could better track performance or increase engagement.,Is there anything else you would like to share about your experience with this online course?
2024/04/04 2:01:53 PM GMT+5:30,user447@example.com,User447,Computer science,user447@gmail.com,25-34,Under Graduate Student,Online,Online,Video Lectures;Interactive Exercises;Case Studies/Real-world Examples,Offline (In-person),Self-paced (Start/Finish Anytime),"Programming Languages (Specify preferred languages);Data Science (Specify sub-fields like Machine Learning, Deep Learning);Design (Specify areas like Graphic Design, UX/UI Design);Soft Skills (Specify areas like Communication, Leadership, Time Management)",Intermediate (Some Foundational Knowledge),Very Important (Highly influence decision),Free,Short (Less than 4 weeks),Mobile App Accessibility;Offline Content Availability;Career Support Services;Live Q&A Sessions with Instructors,Industry Expert (Extensive Real-world Experience);Strong Communication Skills (Clear and Engaging Delivery);Proven Teaching Track Record (Positive Student Reviews),Ratings;Self- assessment from the overview;Duration,coursera;Udemy;Unacademy;Ministry of MSME,Very Clear,Somewhat Accurate,Very Helpful,Yes,Somewhat Engaging,Good Match,"Yes, occasionally","Yes, frequently","Yes, but not helpful",No,Somewhat Effective,Somewhat Satisfied,(c) Midway through the course,(c) The course was not engaging or interesting enough.;(f) Unexpected personal circumstances prevented me from continuing.;(g) I found a more relevant course elsewhere.,,
2024/04/04 3:23:45 PM GMT+5:30,user448@example.com,User448,Computer Science,user448@gmail.com,18-24,Other,Online,Online,Video Lectures;Interactive Exercises;Case Studies/Real-world Examples,Online (Synchronous/Asynchronous),Scheduled Sessions (Fixed Start/End Dates),"Design (Specify areas like Graphic Design, UX/UI Design);Soft Skills (Specify areas like Communication, Leadership, Time Management)",Beginner (No Prior Knowledge),Very Important (Highly influence decision),Free,Medium (4-12 weeks),Mobile App Accessibility;Career Support Services,Industry Expert (Extensive Real-world Experience);Academic Background (Strong Theoretical Knowledge);Strong Communication Skills (Clear and Engaging Delivery);Proven Teaching Track Record (Positive Student Reviews),Ratings;Self- assessment from the overview;Number of Ratings,coursera;Udemy;You Tube is the best for learning any thing,Very Clear,Completely Accurate,Somewhat Helpful,Yes,Very Engaging,Excellent Match,"Yes, frequently","Yes, frequently","Yes, and they were helpful","Yes, and they were helpful",Very Effective,Very Satisfied,(d) Almost at the end of the course,(a) The course content was too difficult.,,
2024/04/04 5:18:43 PM GMT+5:30,user449@example.com,User449,BCA,user449@gmail.com,18-24,Other,Online,Online,Interactive Exercises;Reading Materials;Case Studies/Real-world Examples,Online (Synchronous/Asynchronous),Scheduled Sessions (Fixed Start/End Dates),"Business (Specify areas like Marketing, Finance, Management);Design (Specify areas like Graphic Design, UX/UI Design);Soft Skills (Specify areas like Communication, Leadership, Time Management)",Beginner (No Prior Knowledge),Very Important (Highly influence decision),Free,Medium (4-12 weeks),Mobile App Accessibility;Career Support Services;Live Q&A Sessions with Instructors,Industry Expert (Extensive Real-world Experience);Strong Communication Skills (Clear and Engaging Delivery),Ratings;Self- assessment from the overview;Credits/ Certifications;Duration,coursera;Udemy;Great Learning,Somewhat Clear,Somewhat Accurate,Very Helpful,Yes,Very Engaging,Good Match,"Yes, occasionally","Yes, occasionally","Yes, and they were helpful","Yes, and they were helpful",Somewhat Effective,Very Satisfied,(c) Midway through the course,(a) The course content was too difficult.;(c) The course was not engaging or interesting enough.;(e) I experienced technical difficulties with the platform.,,
2024/04/04 5:21:15 PM GMT+5:30,user450@example.com,User450,Information Technology ,user450@gmail.com,35-44,Under Graduate Student,Online,Online,Video Lectures;Interactive Exercises;Reading Materials;Case Studies/Real-world Examples,Online (Synchronous/Asynchronous),Scheduled Sessions (Fixed Start/End Dates),Programming Languages (Specify preferred languages),Intermediate (Some Foundational Knowledge),Very Important (Highly influence decision),"Either, based on value",Long (More than 12 weeks),Mobile App Accessibility;Offline Content Availability;Community Forums/Discussion Boards;Career Support Services;Live Q&A Sessions with Instructors,Industry Expert (Extensive Real-world Experience);Strong Communication Skills (Clear and Engaging Delivery);Proven Teaching Track Record (Positive Student Reviews),Ratings;Credits/ Certifications,Udemy,Very Clear,Completely Accurate,Very Helpful,Yes,Very Engaging,Excellent Match,"Yes, frequently","Yes, occasionally","Yes, and they were helpful","Yes, and they were helpful",Very Effective,Very Satisfied,(d) Almost at the end of the course,(g) I found a more relevant course elsewhere.,,
2024/04/04 6:22:21 PM GMT+5:30,user451@example.com,User451,Csit,user451@gmail.com,25-34,Other,Online,Offline,Video Lectures;Reading Materials,Online (Synchronous/Asynchronous),Self-paced (Start/Finish Anytime),"Programming Languages (Specify preferred languages);Data Science (Specify sub-fields like Machine Learning, Deep Learning);Design (Specify areas like Graphic Design, UX/UI Design);Soft Skills (Specify areas like Communication, Leadership, Time Management)",Intermediate (Some Foundational Knowledge),Very Important (Highly influence decision),Free,Short (Less than 4 weeks),Mobile App Accessibility,Industry Expert (Extensive Real-world Experience),Ratings;Credits/ Certifications;Duration,coursera;Unacademy;NPTEL;IGNOU,Very Clear,Completely Accurate,Very Helpful,Yes,Very Engaging,Excellent Match,"Yes, frequently","Yes, frequently","Yes, and they were helpful","Yes, and they were helpful",Very Effective,Very Satisfied,(c) Midway through the course,(b) I found the material to be unclear or poorly explained.;(c) The course was not engaging or interesting enough.,,
2024/04/04 7:47:58 PM GMT+5:30,user452@example.com,User452,Cse,user452@gmail.com,35-44,Working Professional,Online,Online,Video Lectures;Interactive Exercises;Reading Materials;Case Studies/Real-world Examples,Online (Synchronous/Asynchronous),Self-paced (Start/Finish Anytime),Programming Languages (Specify preferred languages),Intermediate (Some Foundational Knowledge),Very Important (Highly influence decision),Paid,Flexible (Variable Duration),Mobile App Accessibility;Community Forums/Discussion Boards;Career Support Services;Live Q&A Sessions with Instructors,Industry Expert (Extensive Real-world Experience);Academic Background (Strong Theoretical Knowledge);Strong Communication Skills (Clear and Engaging Delivery);Proven Teaching Track Record (Positive Student Reviews),Self- assessment from the overview;Credits/ Certifications;Duration,coursera;Udemy;LinkedIn Learning;NPTEL,Very Clear,Somewhat Accurate,Somewhat Helpful,Yes,Very Engaging,Good Match,"Yes, occasionally","Yes, occasionally","Yes, but not helpful","Yes, but not helpful",Very Effective,Somewhat Satisfied,(b) After completing a few modules,(b) I found the material to be unclear or poorly explained.,,
2024/04/04 10:50:11 PM GMT+5:30,user453@example.com,User453,Cs,user453@gmail.com,25-34,Other,Online,Online,Interactive Exercises,Online (Synchronous/Asynchronous),Scheduled Sessions (Fixed Start/End Dates),"Data Science (Specify sub-fields like Machine Learning, Deep Learning);Design (Specify areas like Graphic Design, UX/UI Design)",Beginner (No Prior Knowledge),Somewhat Important (Considered alongside other factors),Free,Medium (4-12 weeks),Community Forums/Discussion Boards,Strong Communication Skills (Clear and Engaging Delivery),Credits/ Certifications,coursera;Udemy;Skillshare;NPTEL,Somewhat Clear,Somewhat Accurate,Very Helpful,Yes,Very Engaging,Excellent Match,"Yes, frequently","Yes, frequently","Yes, and they were helpful","Yes, and they were helpful",Very Effective,Very Satisfied,(a) During the first week,(a) The course content was too difficult.;(b) I found the material to be unclear or poorly explained.;(c) The course was not engaging or interesting enough.;(d) The workload or time commitment was too much for me.;(e) I experienced technical difficulties with the platform.;(g) I found a more relevant course elsewhere.,,
2024/04/05 11:21:51 AM GMT+5:30,user454@example.com,User454,Information technology ,user454@gmail.com,35-44,Post Graduate Student,Offline,Online,Interactive Exercises;Reading Materials;Case Studies/Real-world Examples,Offline (In-person),Scheduled Sessions (Fixed Start/End Dates),"Programming Languages (Specify preferred languages);Data Science (Specify sub-fields like Machine Learning, Deep Learning);Design (Specify areas like Graphic Design, UX/UI Design)",Intermediate (Some Foundational Knowledge),Very Important (Highly influence decision),"Either, based on value",Medium (4-12 weeks),Mobile App Accessibility;Community Forums/Discussion Boards;Live Q&A Sessions with Instructors,Industry Expert (Extensive Real-world Experience);Academic Background (Strong Theoretical Knowledge);Strong Communication Skills (Clear and Engaging Delivery),Ratings;Self- assessment from the overview;Duration,coursera;Udemy;LinkedIn Learning;Unacademy,Somewhat Clear,Somewhat Accurate,Somewhat Helpful,No,Somewhat Engaging,Good Match,"Yes, occasionally","Yes, frequently","Yes, and they were helpful","Yes, and they were helpful",Very Effective,Somewhat Satisfied,(d) Almost at the end of the course,(c) The course was not engaging or interesting enough.;(d) The workload or time commitment was too much for me.,"As a Student and Working person, I believe that there must be a platform where we can engage not just based on the course module but with the question and Answer that we are having during our work or learning some skills. Kind of a Discussion forum, so that people from different domain can give there opinion and thoughts on other topics as well.",
2024/04/06 10:41:01 AM GMT+5:30,user455@example.com,User455,Commerce ,user455@gmail.com,25-34,Post Graduate Student,Offline,Online,Video Lectures;Interactive Exercises;Reading Materials;Case Studies/Real-world Examples;Practise projects,Online (Synchronous/Asynchronous),Self-paced (Start/Finish Anytime),"Design (Specify areas like Graphic Design, UX/UI Design);Marketing (Specify areas like Digital Marketing, Content Marketing);Soft Skills (Specify areas like Communication, Leadership, Time Management)",Intermediate (Some Foundational Knowledge),Very Important (Highly influence decision),Paid,Short (Less than 4 weeks),Mobile App Accessibility;Offline Content Availability;Community Forums/Discussion Boards;Live Q&A Sessions with Instructors,Industry Expert (Extensive Real-world Experience);Strong Communication Skills (Clear and Engaging Delivery),Ratings;Self- assessment from the overview;Number of Ratings;Duration,Skillshare;Youtube ,Somewhat Clear,Somewhat Accurate,Somewhat Helpful,Yes,Somewhat Engaging,Good Match,"Yes, frequently","Yes, frequently","Yes, and they were helpful","Yes, and they were helpful",Somewhat Effective,Somewhat Satisfied,(a) During the first week,(b) I found the material to be unclear or poorly explained.;(c) The course was not engaging or interesting enough.,,
2024/04/09 11:52:07 AM GMT+5:30,user456@example.com,User456,CSE,user456@gmail.com,35-44,Working Professional,Offline,Offline,Reading Materials;Case Studies/Real-world Examples;Practicals and self tasks for the students ,Offline (In-person),Scheduled Sessions (Fixed Start/End Dates),Programming Languages (Specify preferred languages),Intermediate (Some Foundational Knowledge),Very Important (Highly influence decision),Free,Short (Less than 4 weeks),Offline Content Availability;Career Support Services;Live Q&A Sessions with Instructors,Academic Background (Strong Theoretical Knowledge),Self- assessment from the overview;Credits/ Certifications,coursera;LinkedIn Learning;Unacademy;upGrad,Somewhat Clear,Somewhat Accurate,Somewhat Helpful,Yes,Somewhat Engaging,Good Match,"Yes, occasionally","Yes, occasionally","Yes, and they were helpful","Yes, and they were helpful",Somewhat Effective,Somewhat Satisfied,(d) Almost at the end of the course,(f) Unexpected personal circumstances prevented me from continuing.,,
2024/04/09 11:52:59 AM GMT+5:30,user457@example.com,User457,Cse,user457@gmail.com,25-34,Post Graduate Student,Online,Online,Video Lectures;Interactive Exercises;Reading Materials;Case Studies/Real-world Examples,Online (Synchronous/Asynchronous),Scheduled Sessions (Fixed Start/End Dates),"Programming Languages (Specify preferred languages);Data Science (Specify sub-fields like Machine Learning, Deep Learning);Business (Specify areas like Marketing, Finance, Management)",Intermediate (Some Foundational Knowledge),Very Important (Highly influence decision),Free,Medium (4-12 weeks),Mobile App Accessibility;Live Q&A Sessions with Instructors,Industry Expert (Extensive Real-world Experience);Strong Communication Skills (Clear and Engaging Delivery),Ratings;Self- assessment from the overview,coursera;Udemy;LinkedIn Learning;upGrad;Great Learning;NPTEL,Very Clear,Completely Accurate,Very Helpful,Yes,Somewhat Engaging,Good Match,"Yes, frequently","Yes, frequently","Yes, and they were helpful","Yes, and they were helpful",Very Effective,Very Satisfied,(b) After completing a few modules,(b) I found the material to be unclear or poorly explained.;(c) The course was not engaging or interesting enough.;(d) The workload or time commitment was too much for me.,,
2024/04/09 11:57:59 AM GMT+5:30,user458@example.com,User458,Computer Science and Engineering ,user458@gmail.com,35-44,Working Professional,Online,Online,Case Studies/Real-world Examples,Online (Synchronous/Asynchronous),Scheduled Sessions (Fixed Start/End Dates),"Programming Languages (Specify preferred languages);Data Science (Specify sub-fields like Machine Learning, Deep Learning);Business (Specify areas like Marketing, Finance, Management)",Intermediate (Some Foundational Knowledge),Somewhat Important (Considered alongside other factors),Paid,Short (Less than 4 weeks),Mobile App Accessibility;Offline Content Availability;Community Forums/Discussion Boards;Career Support Services;Live Q&A Sessions with Instructors,Industry Expert (Extensive Real-world Experience);Academic Background (Strong Theoretical Knowledge);Strong Communication Skills (Clear and Engaging Delivery);Proven Teaching Track Record (Positive Student Reviews),Ratings;Self- assessment from the overview;Credits/ Certifications;Number of Ratings;Duration,coursera;LinkedIn Learning;edX;upGrad;NPTEL,Very Clear,Somewhat Accurate,Very Helpful,Yes,Very Engaging,Excellent Match,"Yes, frequently","Yes, frequently","Yes, and they were helpful","Yes, and they were helpful",Very Effective,Very Satisfied,(a) During the first week,(a) The course content was too difficult.;(b) I found the material to be unclear or poorly explained.,,
